"","chr","pos","lod"
"M400","11",135.102,0.0235305609700021
"M401","11",137.503,0.0375294086271509
"M402","12",0,0.117609250973175
"M403","12",2.594,0.110788042769443
"M404","12",3.127,0.112306432820148
"M405","12",4.601,0.0753202029837752
"M406","12",7.234,0.0189378188644298
"M407","12",9.982,0.0966815683068774
"M408","12",12.931,0.0101397922869637
"M409","12",14.44,0.00420708407612835
"M410","12",14.94,0.0108610875533515
"M411","12",15.419,0.0658021518015488
"M412","12",16.984,0.157237928809522
"M413","12",17.651,0.00112321009277139
"M414","12",20.17,0.00781333603542578
"M415","12",22.121,0.00106217470352021
"M416","12",24.731,0.00817804049866311
"M417","12",27.08,0.00962461119358693
"M418","12",29.289,0.0237912480521487
"M419","12",30.074,0.0570632844301997
"M420","12",31.349,0.00353537845444407
"M421","12",32.987,0.00974496937327274
"M422","12",35.53,0.0013261287570856
"M423","12",35.802,0.00240688826475832
"M424","12",38.235,0.0257853684009888
"M425","12",38.454,0.000210422882290118
"M426","12",40.062,0.000497570597204344
"M427","12",41.197,0.00173026820318967
"M428","12",41.994,0.00938795094424449
"M429","12",43.369,0.0256391307962787
"M430","12",43.858,0.0926556639721525
"M431","12",46.849,0.333492446507833
"M432","12",48.632,0.330887291731656
"M433","12",51.748,0.190601508338176
"M434","12",54.779,0.090061800706934
"M435","12",57.743,3.25005994028515e-05
"M436","12",60.75,0.0721838260001562
"M437","12",62.363,0.103870644822493
"M438","12",62.388,0.00504582263566533
"M439","12",62.706,0.0164403241642077
"M440","12",65.378,0.0164483593828209
"M441","12",68.335,5.30751727012557e-06
"M442","12",70.87,1.50215838488066e-05
"M443","12",73.918,0.00555501233118605
"M444","12",75.051,0.0414627615389662
"M445","12",77.353,0.111577962151458
"M446","12",80.835,0.00432285278780853
"M447","12",81.385,0.000138174812178704
"M448","12",83.782,5.41444794777135e-05
"M449","12",86.609,0.0155936945809856
"M450","12",89.612,0.00664882642195153
"M451","12",89.617,0.00139611306191512
"M452","12",90.891,0.00159722500663406
"M453","12",93.16,0.0272379950374386
"M454","12",94.189,0.00136766233602259
"M455","12",95.757,0.000449634030943002
"M456","12",96.46,0.00114309499831222
"M457","12",98.078,0.111026754996345
"M458","12",105.959,0.290145534348738
"M459","12",108.848,0.46724654367695
"M460","12",114.197,0.465275240315194
"M461","12",117.151,0.296412900594376
"M462","12",119.894,0.2406009305883
"M463","12",122.891,0.0795846081361304
"M464","12",125.919,0.0192251364053391
"M465","12",128.629,0.0523325852095269
"M466","12",132.416,0.00755372427762779
"M467","12",132.558,0.0125361862589699
"M468","12",135.498,0.00082055667596137
"M469","13",0,0.016708886028411
"M470","13",2.917,0.0675000615602102
"M471","13",5.869,0.21872294638338
"M472","13",8.271,0.120879571530551
"M473","13",13.02,0.189137521991753
"M474","13",16.748,0.378315158692928
"M475","13",32.71,0.296768990809596
"M476","13",38.135,0.0787913373151241
"M477","13",39.816,0.0064149601107033
"M478","13",42.61,0.0324091981014334
"M479","13",42.845,0.0333782731272692
"M480","13",42.862,0.033444939261571
"M481","13",45.522,0.0625842736839815
"M482","13",47.408,0.0122637698873262
"M483","13",49.411,0.0127012685812105
"M484","13",50.995,9.86076296243255e-05
"M485","13",53.705,0.00214746949430378
"M486","13",56.729,0.0067602558734734
"M487","13",59.743,0.142031622434928
"M488","13",62.926,0.122511941607641
"M489","13",65.845,0.320823250979245
"M490","13",66.986,0.424298867741228
"M491","13",70.744,0.0818069394867962
"M492","13",74.009,0.0242776281139498
"M493","13",77.283,0.0372270574278417
"M494","13",79.539,0.0448679349646852
"M495","13",79.61,0.0564632627997668
"M496","13",82.632,0.00815201882791428
"M497","13",84.427,0.00160396854381872
"M498","13",85.566,0.0121146508277548
"M499","13",86.447,0.0307568655049835
"M500","13",88.643,0.0949321150953466
"M501","13",90.105,0.110814405604415
"M502","13",91.97,0.0440940902934557
"M503","13",93.422,0.00571116833974372
"M504","13",95.452,0.00157910265994587
"M505","13",96.267,0.00454733491308446
"M506","13",97.608,0.0389924818027083
"M507","13",100.434,0.00428909448790193
"M508","13",103.317,0.0408458548378405
"M509","13",106.225,0.00516278557002181
"M510","13",109.104,0.0870281955105128
"M511","13",110.516,0.00313322300084451
"M512","13",113.1,0.0454495186568806
"M513","13",115.543,0.356254715970294
"M514","13",116.483,0.301464038156169
"M515","13",118.614,0.439885556261402
"M516","13",119.508,0.362567957548976
"M517","13",120.914,0.418299319933126
"M518","13",121.867,0.485316116558096
"M519","13",124.426,0.597346520180608
"M520","13",127.111,0.545467174466552
"M521","13",129.722,0.78995946500477
"M522","13",130.622,0.534850309466208
"M523","13",132.602,0.597196525485913
"M524","13",133.984,0.597198755265367
"M525","13",133.992,0.597199040858442
"M526","13",133.992,0.597199040858612
"M527","13",134.606,0.269864778859059
"M528","13",137.307,0.974992238770568
"M529","13",139.743,0.975052609457563
"M530","13",141.986,0.687882805226749
"M531","13",142.764,0.771506358152521
"M532","14",0,0.0252467919190451
"M533","14",8.409,0.796412961978831
"M534","14",11.871,0.796452275853909
"M535","14",13.867,0.701280967429966
"M536","14",17.206,0.523354994392506
"M537","14",17.256,0.545493586697489
"M538","14",20.183,0.801345498854445
"M539","14",20.924,1.19167263424382
"M540","14",23.327,0.895266041929304
"M541","14",28.426,0.451001826663656
"M542","14",30.544,0.0637656132424098
"M543","14",31.962,0.30375257764257
"M544","14",34.392,0.14987282105615
"M545","14",35.568,0.034983635125073
"M546","14",38.554,0.00291196747821232
"M547","14",39.159,0.00544158519788596
"M548","14",42.176,0.000192077500443588
"M549","14",44.501,0.00724980197107072
"M550","14",46.393,0.0465251193083134
"M551","14",48.591,0.119916791891512
"M552","14",49.327,0.0810625222354417
"M553","14",50.604,0.0805307958134307
"M554","14",51.375,0.111268549026121
"M555","14",52.671,0.14679231071095
"M556","14",53.227,0.12531742147354
"M557","14",54.09,0.0535129074411458
"M558","14",55.141,0.0462009561795469
"M559","14",57.185,0.0061257718486587
"M560","14",58.66,0.0163978246557406
"M561","14",61.441,0.00385070590802172
"M562","14",61.885,1.92926338939969e-05
"M563","14",63.107,0.0150676053567054
"M564","14",64.103,0.0255217644523924
"M565","14",64.327,0.000539625129064802
"M566","14",66.934,0.0118784945785677
"M567","14",68.618,0.00281319446207817
"M568","14",70.963,0.00544673221760661
"M569","14",72.779,0.0413984334255133
"M570","14",73.683,0.00156024743900218
"M571","14",74.621,0.0041759627876985
"M572","14",76.575,0.00434814387313054
"M573","14",78.222,0.0146086852862624
"M574","14",79.563,0.2347319762426
"M575","14",81.07,0.434371011652601
"M576","14",81.616,0.401079118832399
"M577","14",84.317,0.161112961779949
"M578","14",85.306,0.124567222272432
"M579","14",86.675,6.05399008719587e-05
"M580","14",88.738,0.00815776612564889
"M581","14",88.947,0.0124605540029705
"M582","14",91.573,0.048799782968473
"M583","14",93.588,0.124535268295531
"M584","14",95.595,0.0212827736017545
"M585","14",97.02,0.0190529725213224
"M586","14",98.029,0.000825798882843287
"M587","14",98.464,0.00194661292869114
"M588","14",101.29,0.0265384061433593
"M589","14",101.536,0.0344605918256633
"M590","14",103.887,0.0543170981015209
"M591","14",106.374,0.047024365692522
"M592","14",108.878,0.00524103240364582
"M593","14",111.302,0.0431053105676114
"M594","14",113.428,0.00566378824301239
"M595","14",115.301,0.000404734507995386
"M596","14",117.552,0.00467469928750575
"M597","14",118.962,0.0122813943433755
"M598","14",121.734,0.0222124546173035
"M599","14",124.271,0.0774979932659363
"M600","14",126.914,0.164680179621868
"M601","14",129.471,0.0722960873093683
"M602","14",132.125,0.165654254775077
"M603","14",134.839,0.0812264591575911
"M604","14",137.084,0.0204508540904413
"M605","14",139.051,0.0588993746703466
"M606","14",141.737,0.0141148005800602
"M607","14",143.838,0.000193505927100546
"M608","14",146.497,0.0155179193133534
"M609","14",149.623,0.0284411888488307
"M610","14",152.393,0.0127219734715993
"M611","14",157.332,0.173202180369557
"M612","14",159.255,0.141441022176821
"M613","14",160.393,0.142687572938783
"M614","14",162.284,0.109788756690733
"M615","14",164.931,0.069780935082548
"M616","14",166.07,0.216564466905481
"M617","14",167.748,0.397121639090187
"M618","14",167.808,0.406692525267587
"M619","14",169.338,0.28625009648664
"M620","14",170.449,0.0853055936441933
"M621","14",177.319,0.111561352786453
"M622","14",179.62,0.088443969328452
"M623","14",184.48,0.105479934228214
"M624","14",186.613,0.145942377222227
"M625","14",189.371,0.0623433515424807
